,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
保值,38.0,163.0,6.0,3.0,9.0,0.0,9.0,0.0,6.0,5.0
精心,20.0,155.0,47.0,61.0,42.0,17.0,54.0,15.0,195.0,56.0
住宅楼,0.0,113.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
梨园,0.0,122.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0
香雪,0.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
精彩,18.0,152.0,16.0,117.0,104.0,228.0,29.0,378.0,1995.0,363.0
物管,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
天价,23.0,136.0,39.0,7.0,8.0,16.0,8.0,10.0,4.0,22.0
金贸,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
户户,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
居所,0.0,122.0,2.0,1.0,0.0,0.0,6.0,0.0,6.0,4.0
商铺,0.0,125.0,46.0,2.0,6.0,36.0,4.0,0.0,18.0,2.0
通风,0.0,141.0,13.0,60.0,8.0,2.0,102.0,0.0,0.0,0.0
人性化,8.0,126.0,23.0,20.0,37.0,232.0,8.0,6.0,129.0,8.0
帝景,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
环节,49.0,161.0,33.0,31.0,223.0,14.0,240.0,68.0,68.0,119.0
方庄,0.0,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
动漫,2.0,126.0,9.0,8.0,73.0,1.0,33.0,1.0,92.0,61.0
美景,0.0,122.0,5.0,10.0,10.0,50.0,0.0,2.0,42.0,15.0
地产商,3.0,119.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
春堂,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
农村,13.0,184.0,290.0,9.0,247.0,0.0,940.0,2.0,2.0,35.0
置业者,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
居住者,0.0,99.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
麒麟,0.0,120.0,12.0,1.0,4.0,0.0,0.0,1.0,59.0,7.0
主打,39.0,115.0,1.0,56.0,7.0,83.0,4.0,27.0,55.0,117.0
私密性,0.0,90.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
实景,0.0,101.0,0.0,0.0,0.0,3.0,3.0,0.0,12.0,17.0
名苑,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
运河,0.0,147.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
车库,0.0,108.0,42.0,1.0,2.0,0.0,14.0,9.0,1.0,7.0
销售额,22.0,139.0,5.0,4.0,3.0,5.0,15.0,3.0,3.0,9.0
三居,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
错落,0.0,114.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
场所,11.0,152.0,74.0,39.0,37.0,2.0,214.0,11.0,53.0,21.0
官邸,0.0,106.0,2.0,0.0,4.0,0.0,43.0,0.0,0.0,0.0
税费,6.0,130.0,4.0,1.0,6.0,0.0,76.0,0.0,0.0,4.0
首创,7.0,132.0,1.0,3.0,6.0,17.0,1.0,1.0,196.0,7.0
家具,3.0,143.0,35.0,11.0,45.0,1.0,11.0,3.0,10.0,25.0
建筑设计,0.0,111.0,10.0,3.0,15.0,0.0,2.0,0.0,0.0,0.0
阳台,0.0,117.0,124.0,7.0,4.0,0.0,4.0,0.0,2.0,10.0
基地,5.0,178.0,49.0,6.0,116.0,0.0,278.0,39.0,64.0,90.0
来宾,0.0,110.0,8.0,12.0,3.0,2.0,18.0,8.0,9.0,23.0
市中心,0.0,128.0,8.0,1.0,10.0,0.0,6.0,9.0,1.0,8.0
线路,1.0,141.0,77.0,2.0,21.0,20.0,52.0,11.0,33.0,8.0
IP卡,0.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0
参观,15.0,133.0,31.0,8.0,108.0,7.0,201.0,50.0,14.0,32.0
效果图,0.0,95.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
卧室,0.0,127.0,156.0,104.0,12.0,5.0,2.0,4.0,4.0,12.0
驱车,0.0,103.0,50.0,0.0,10.0,1.0,17.0,7.0,0.0,19.0
人口,61.0,195.0,66.0,8.0,143.0,5.0,411.0,20.0,28.0,23.0
仪式,11.0,147.0,47.0,26.0,36.0,1.0,146.0,92.0,37.0,199.0
两限房,0.0,85.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
花墅,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
莲石路,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
星源,0.0,88.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
销售价格,1.0,112.0,6.0,0.0,1.0,8.0,25.0,0.0,0.0,1.0
领导,57.0,192.0,738.0,23.0,184.0,16.0,1519.0,140.0,48.0,81.0
建部,0.0,107.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0
闲置,31.0,120.0,10.0,5.0,1.0,3.0,86.0,6.0,2.0,2.0
投资性,15.0,102.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0
锦尚,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
教育资源,1.0,91.0,7.0,0.0,63.0,0.0,18.0,0.0,0.0,0.0
绿化带,0.0,92.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
补贴,20.0,137.0,66.0,0.0,44.0,0.0,492.0,5.0,4.0,8.0
经适,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
视频,13.0,120.0,349.0,367.0,194.0,3140.0,113.0,259.0,205.0,252.0
样板,0.0,97.0,0.0,7.0,1.0,0.0,4.0,1.0,0.0,1.0
精神,25.0,171.0,434.0,357.0,282.0,19.0,886.0,170.0,285.0,336.0
底商,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
皇家,2.0,136.0,6.0,22.0,20.0,1.0,10.0,51.0,23.0,65.0
基础设施,32.0,130.0,3.0,0.0,17.0,0.0,369.0,0.0,1.0,0.0
新楼,0.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
板塔,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
税收,43.0,138.0,7.0,2.0,21.0,0.0,220.0,6.0,7.0,6.0
水系,0.0,129.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,5.0
石材,0.0,94.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
气质,3.0,116.0,18.0,809.0,20.0,70.0,3.0,77.0,46.0,235.0
薄板,0.0,89.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
城乡,6.0,125.0,9.0,2.0,15.0,0.0,463.0,0.0,0.0,1.0
大师,29.0,121.0,50.0,41.0,35.0,8.0,15.0,28.0,99.0,226.0
纯板,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
银座,8.0,84.0,4.0,5.0,1.0,9.0,0.0,0.0,0.0,1.0
橡树,0.0,108.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
硅谷,4.0,94.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,24.0
原生,1.0,102.0,1.0,6.0,0.0,4.0,0.0,0.0,4.0,7.0
空港,2.0,87.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
内涵,14.0,111.0,7.0,22.0,45.0,11.0,124.0,5.0,44.0,43.0
绿色生态,0.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
设计师,3.0,103.0,21.0,348.0,36.0,34.0,2.0,17.0,33.0,105.0
专题,24.0,108.0,12.0,8.0,66.0,52.0,195.0,82.0,56.0,66.0
国道,1.0,102.0,72.0,0.0,2.0,0.0,9.0,0.0,0.0,2.0
封顶,5.0,87.0,1.0,0.0,3.0,0.0,4.0,1.0,14.0,1.0
主体,59.0,140.0,29.0,8.0,73.0,182.0,214.0,3.0,25.0,23.0
落户,8.0,109.0,35.0,6.0,15.0,0.0,32.0,13.0,2.0,15.0
力作,0.0,88.0,0.0,2.0,3.0,24.0,5.0,0.0,53.0,48.0
餐厅,7.0,105.0,109.0,51.0,67.0,1.0,23.0,37.0,8.0,106.0
成交价,10.0,96.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0
成就,31.0,135.0,21.0,43.0,87.0,10.0,169.0,229.0,641.0,135.0
像素,0.0,78.0,1.0,2.0,5.0,9190.0,1.0,0.0,24.0,0.0
投机性,5.0,94.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,1.0
烂尾楼,0.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
总面积,0.0,118.0,5.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0
学院,20.0,131.0,293.0,111.0,3169.0,0.0,160.0,47.0,59.0,189.0
名流,2.0,94.0,1.0,20.0,2.0,0.0,4.0,8.0,3.0,23.0
定金,1.0,88.0,13.0,0.0,7.0,0.0,4.0,0.0,0.0,6.0
原创,4.0,147.0,15.0,11.0,20.0,8.0,9.0,2.0,234.0,151.0
建面,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收官,19.0,93.0,0.0,0.0,3.0,2.0,7.0,58.0,1.0,14.0
物业公司,0.0,91.0,49.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0
卫生间,0.0,92.0,123.0,37.0,15.0,0.0,2.0,1.0,2.0,1.0
两厅,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
行政,50.0,137.0,152.0,6.0,130.0,2.0,895.0,13.0,4.0,15.0
名校,1.0,82.0,32.0,3.0,891.0,0.0,7.0,20.0,0.0,10.0
信贷政策,12.0,100.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0
全程,19.0,100.0,37.0,16.0,104.0,7.0,61.0,20.0,51.0,189.0
领海,0.0,89.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
地点,9.0,124.0,363.0,55.0,749.0,16.0,111.0,57.0,232.0,91.0
商家,2.0,104.0,102.0,33.0,21.0,3147.0,18.0,9.0,7.0,37.0
极具,20.0,95.0,7.0,66.0,9.0,69.0,5.0,65.0,80.0,68.0
网签,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B座,0.0,69.0,6.0,0.0,5.0,68.0,0.0,1.0,0.0,0.0
天地,3.0,114.0,9.0,20.0,22.0,14.0,0.0,17.0,398.0,26.0
大堂,0.0,93.0,22.0,1.0,2.0,1.0,12.0,20.0,1.0,10.0
元素,0.0,119.0,11.0,523.0,29.0,56.0,13.0,20.0,344.0,367.0
西距,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大学城,0.0,74.0,11.0,0.0,32.0,0.0,0.0,1.0,1.0,2.0
中铁,11.0,88.0,3.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0
销量,33.0,119.0,9.0,17.0,4.0,47.0,1.0,23.0,30.0,76.0
环抱,0.0,90.0,2.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0
鸟巢,0.0,82.0,9.0,4.0,10.0,0.0,7.0,1.0,0.0,41.0
现状,48.0,110.0,45.0,26.0,81.0,6.0,68.0,45.0,21.0,68.0
买房子,5.0,83.0,14.0,1.0,8.0,0.0,0.0,2.0,0.0,5.0
森林,1.0,126.0,80.0,24.0,20.0,0.0,101.0,12.0,124.0,50.0
稀缺性,20.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
老人,10.0,125.0,1788.0,68.0,117.0,4.0,97.0,27.0,24.0,86.0
人生,26.0,116.0,141.0,73.0,260.0,4.0,37.0,104.0,151.0,521.0
楼房,0.0,94.0,98.0,1.0,0.0,0.0,13.0,1.0,2.0,7.0
气氛,51.0,118.0,63.0,76.0,40.0,20.0,85.0,110.0,135.0,157.0
办卡,0.0,66.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
地带,12.0,116.0,32.0,40.0,22.0,3.0,30.0,7.0,18.0,24.0
传媒,26.0,99.0,9.0,14.0,85.0,1.0,64.0,6.0,5.0,309.0
优品,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权,2.0,95.0,14.0,0.0,4.0,1.0,32.0,2.0,5.0,1.0
公共利益,1.0,82.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0
体量,0.0,76.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
坡地,0.0,81.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
梦想,30.0,99.0,96.0,70.0,177.0,13.0,15.0,445.0,384.0,307.0
星河,0.0,64.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,6.0
公社,0.0,102.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,4.0
家居,1.0,85.0,4.0,10.0,3.0,5.0,2.0,1.0,2.0,7.0
住户,0.0,85.0,193.0,0.0,1.0,0.0,20.0,0.0,0.0,5.0
首付款,0.0,72.0,10.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0
正源,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
标杆,12.0,85.0,0.0,1.0,0.0,8.0,2.0,20.0,57.0,12.0
双桥,0.0,65.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
办公楼,1.0,83.0,59.0,3.0,24.0,0.0,15.0,1.0,0.0,1.0
院落,0.0,90.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0
策划,9.0,96.0,83.0,7.0,47.0,7.0,26.0,25.0,114.0,112.0
技术开发区,0.0,78.0,6.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0
高速公路,6.0,101.0,174.0,0.0,5.0,2.0,121.0,4.0,0.0,3.0
国有企业,13.0,98.0,12.0,0.0,4.0,0.0,160.0,0.0,0.0,0.0
销售量,40.0,87.0,4.0,3.0,1.0,7.0,6.0,0.0,10.0,5.0
年轻人,19.0,106.0,236.0,116.0,86.0,64.0,46.0,219.0,44.0,251.0
合式,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
品位,4.0,87.0,10.0,95.0,4.0,5.0,2.0,3.0,3.0,23.0
人车,0.0,62.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0
作品,10.0,126.0,96.0,74.0,255.0,74.0,49.0,7.0,253.0,1684.0
大观,0.0,77.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
开盘价,12.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
研究院,13.0,100.0,27.0,13.0,52.0,2.0,65.0,0.0,3.0,2.0
居者,1.0,69.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
五号线,0.0,57.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
中央空调,0.0,65.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
秘书长,10.0,100.0,17.0,8.0,21.0,3.0,399.0,8.0,2.0,14.0
魅力,31.0,92.0,11.0,461.0,40.0,57.0,13.0,64.0,445.0,287.0
乡村,1.0,96.0,58.0,15.0,59.0,0.0,40.0,7.0,1.0,20.0
生活圈,0.0,62.0,2.0,0.0,2.0,0.0,10.0,1.0,0.0,1.0
工地,0.0,89.0,364.0,0.0,5.0,0.0,22.0,7.0,0.0,4.0
交叉口,0.0,91.0,45.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
地产界,0.0,66.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
水桥,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
卖房,0.0,71.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
售楼盘,0.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
市政府,4.0,96.0,42.0,0.0,19.0,0.0,56.0,3.0,2.0,1.0
本市,0.0,84.0,65.0,1.0,365.0,0.0,28.0,0.0,0.0,1.0
低价,32.0,89.0,41.0,9.0,8.0,185.0,29.0,3.0,17.0,6.0
品鉴,0.0,67.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0
动工,1.0,83.0,12.0,0.0,5.0,0.0,38.0,0.0,0.0,3.0
御墅,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A座,2.0,59.0,13.0,1.0,17.0,90.0,0.0,0.0,0.0,0.0
典范,8.0,83.0,5.0,34.0,9.0,10.0,37.0,20.0,8.0,23.0
直通,0.0,76.0,6.0,1.0,1.0,0.0,18.0,2.0,8.0,0.0
片区,8.0,69.0,20.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0
大学,23.0,123.0,644.0,133.0,6194.0,11.0,331.0,973.0,23.0,168.0
父母,12.0,110.0,1676.0,80.0,724.0,4.0,75.0,88.0,41.0,261.0
景观带,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
购买力,6.0,80.0,1.0,0.0,8.0,3.0,0.0,0.0,2.0,6.0
规划设计,1.0,72.0,3.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0
长风,0.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
企业家,10.0,90.0,35.0,11.0,89.0,1.0,100.0,6.0,1.0,21.0
供地,0.0,58.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
真金,0.0,67.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,2.0
村民,0.0,95.0,1567.0,0.0,17.0,0.0,208.0,0.0,38.0,26.0
银行贷款,10.0,83.0,19.0,0.0,3.0,0.0,15.0,0.0,0.0,3.0
中服,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生活空间,0.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
奇迹,5.0,89.0,68.0,15.0,13.0,6.0,12.0,224.0,123.0,101.0
奢侈品,2.0,79.0,21.0,46.0,14.0,4.0,0.0,2.0,4.0,3.0
一流,23.0,87.0,12.0,25.0,83.0,46.0,53.0,55.0,47.0,30.0
圆明园,0.0,73.0,14.0,0.0,8.0,0.0,10.0,0.0,22.0,2.0
世界级,6.0,75.0,1.0,4.0,13.0,1.0,12.0,11.0,2.0,19.0
楼体,0.0,55.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
风水,11.0,90.0,37.0,3.0,12.0,0.0,4.0,1.0,1.0,7.0
租户,0.0,58.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
建筑群,0.0,78.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0
售房,0.0,64.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
风景区,0.0,86.0,18.0,1.0,5.0,0.0,6.0,0.0,1.0,6.0
个性,30.0,92.0,45.0,443.0,107.0,134.0,5.0,42.0,283.0,169.0
御景,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
宏观调控,18.0,88.0,2.0,0.0,15.0,0.0,91.0,0.0,0.0,0.0
班车,4.0,72.0,30.0,0.0,2.0,0.0,9.0,2.0,1.0,1.0
玫瑰,12.0,80.0,28.0,75.0,33.0,10.0,1.0,92.0,92.0,38.0
主办方,5.0,72.0,42.0,7.0,35.0,8.0,8.0,28.0,24.0,81.0
富人,13.0,81.0,11.0,2.0,27.0,0.0,10.0,1.0,1.0,3.0
版块,7.0,63.0,5.0,0.0,5.0,2.0,1.0,3.0,60.0,1.0
首府,0.0,91.0,10.0,0.0,16.0,0.0,12.0,4.0,2.0,1.0
发展商,0.0,63.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
美式,0.0,68.0,0.0,26.0,10.0,5.0,1.0,11.0,5.0,10.0
经济学家,43.0,103.0,1.0,0.0,5.0,0.0,25.0,3.0,0.0,1.0
构筑,11.0,82.0,0.0,1.0,3.0,2.0,44.0,5.0,4.0,3.0
顾家,0.0,60.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0
对面,0.0,93.0,208.0,7.0,10.0,12.0,16.0,26.0,5.0,16.0
教授,23.0,116.0,319.0,132.0,406.0,0.0,190.0,12.0,11.0,129.0
厨房,0.0,87.0,135.0,53.0,26.0,0.0,5.0,6.0,7.0,30.0
水上公园,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
工体,0.0,57.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0
市长,2.0,109.0,76.0,1.0,14.0,0.0,214.0,26.0,0.0,23.0
工社,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
覆盖率,14.0,84.0,3.0,0.0,5.0,94.0,23.0,0.0,3.0,0.0
爱心,19.0,77.0,144.0,30.0,38.0,2.0,30.0,25.0,49.0,105.0
亲水,0.0,60.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
礼品,4.0,75.0,10.0,11.0,11.0,49.0,11.0,4.0,184.0,5.0
气息,8.0,85.0,25.0,331.0,25.0,50.0,8.0,9.0,86.0,65.0
四号线,0.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C座,1.0,54.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0
百货,18.0,82.0,10.0,9.0,5.0,0.0,7.0,0.0,0.0,8.0
楼层,3.0,64.0,29.0,2.0,12.0,6.0,12.0,5.0,17.0,5.0
精髓,6.0,69.0,2.0,21.0,7.0,6.0,8.0,8.0,75.0,23.0
暴利,29.0,73.0,18.0,5.0,1.0,28.0,13.0,0.0,6.0,6.0
低收入,0.0,75.0,3.0,1.0,10.0,1.0,113.0,3.0,1.0,1.0
国际级,0.0,58.0,0.0,2.0,14.0,0.0,1.0,4.0,0.0,12.0
路程,4.0,77.0,39.0,6.0,8.0,3.0,4.0,4.0,9.0,11.0
站点,0.0,68.0,34.0,0.0,7.0,3.0,15.0,0.0,82.0,2.0
主卧,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
翰庭,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
户口,1.0,79.0,218.0,1.0,287.0,0.0,12.0,0.0,3.0,9.0
质感,0.0,68.0,1.0,166.0,0.0,330.0,0.0,0.0,27.0,46.0
新风,0.0,59.0,0.0,2.0,3.0,1.0,6.0,0.0,1.0,1.0
锦绣,0.0,68.0,4.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0
建国门,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
时报,37.0,76.0,107.0,8.0,46.0,0.0,32.0,230.0,1.0,40.0
水电,5.0,78.0,18.0,1.0,4.0,0.0,58.0,0.0,1.0,0.0
学府,0.0,63.0,13.0,0.0,42.0,0.0,4.0,4.0,0.0,2.0
全景,9.0,73.0,3.0,1.0,6.0,434.0,1.0,0.0,103.0,27.0
会员,44.0,83.0,37.0,14.0,29.0,2.0,37.0,1.0,172.0,32.0
轨道,22.0,89.0,17.0,3.0,18.0,0.0,83.0,11.0,7.0,9.0
情景,18.0,86.0,99.0,28.0,35.0,5.0,16.0,28.0,18.0,61.0
买房人,1.0,57.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
子女,15.0,80.0,203.0,34.0,365.0,0.0,215.0,4.0,1.0,71.0
邮局,0.0,67.0,17.0,3.0,22.0,12.0,1.0,1.0,1.0,3.0
活力,28.0,81.0,4.0,244.0,18.0,11.0,171.0,113.0,93.0,47.0
住宅小区,0.0,55.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
音乐,0.0,92.0,73.0,143.0,338.0,638.0,45.0,101.0,237.0,565.0
量价,6.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
首城,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
产品品质,0.0,59.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0
天坛,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
百合,0.0,67.0,10.0,69.0,2.0,0.0,0.0,0.0,6.0,15.0
地质公园,0.0,50.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
科技园,1.0,56.0,3.0,0.0,8.0,5.0,8.0,0.0,1.0,0.0
形象,40.0,94.0,124.0,285.0,73.0,21.0,128.0,140.0,293.0,701.0
标志,53.0,97.0,65.0,95.0,88.0,27.0,181.0,53.0,56.0,70.0
外墙,0.0,58.0,33.0,1.0,0.0,0.0,8.0,1.0,0.0,4.0
主题公园,0.0,62.0,1.0,0.0,3.0,0.0,10.0,0.0,2.0,10.0
圈地,18.0,67.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0
藤花,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
紫院,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
法院,11.0,87.0,1963.0,4.0,38.0,0.0,481.0,27.0,17.0,88.0
枢纽,0.0,79.0,5.0,1.0,7.0,0.0,15.0,4.0,0.0,0.0
广告,27.0,81.0,305.0,174.0,164.0,40.0,299.0,90.0,73.0,612.0
学区,0.0,51.0,4.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
原生态,0.0,53.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,6.0
民营企业,14.0,74.0,8.0,0.0,7.0,1.0,35.0,0.0,0.0,1.0
建邦,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
商业区,0.0,67.0,3.0,1.0,3.0,1.0,4.0,0.0,10.0,0.0
国际标准,0.0,64.0,1.0,2.0,1.0,2.0,12.0,0.0,0.0,1.0
市场需求,28.0,76.0,4.0,3.0,30.0,8.0,44.0,2.0,4.0,2.0
芳草地,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
欢乐谷,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
住交会,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
典藏,0.0,51.0,0.0,3.0,0.0,3.0,2.0,0.0,9.0,11.0
私属,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
厨明,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
成品,1.0,67.0,11.0,8.0,6.0,1.0,16.0,1.0,9.0,8.0
艺术家,0.0,73.0,29.0,17.0,43.0,4.0,12.0,12.0,4.0,145.0
发布会,14.0,77.0,51.0,78.0,52.0,35.0,343.0,480.0,97.0,495.0
装饰,2.0,81.0,29.0,380.0,13.0,71.0,6.0,4.0,35.0,24.0
招标,7.0,76.0,17.0,1.0,1.0,0.0,124.0,0.0,0.0,1.0
居住用地,0.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
分区,12.0,66.0,1.0,0.0,3.0,6.0,20.0,104.0,13.0,0.0
量身,10.0,57.0,4.0,12.0,19.0,5.0,1.0,6.0,28.0,31.0
钻河,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
社交,1.0,61.0,3.0,29.0,23.0,1.0,7.0,19.0,249.0,325.0
亲情,3.0,60.0,43.0,2.0,17.0,1.0,28.0,0.0,20.0,89.0
政务,0.0,72.0,16.0,0.0,7.0,0.0,104.0,0.0,4.0,0.0
月亮,0.0,75.0,11.0,5.0,3.0,0.0,2.0,0.0,58.0,19.0
酒吧,0.0,61.0,102.0,22.0,12.0,1.0,11.0,27.0,16.0,104.0
