,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
公司业绩,3.4301089284316054e-05,2.2243927901992265e-06,4.974782825855738e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,7.475186119675737e-07,2.5243020872696667e-07
指导,3.7849477830969436e-05,2.1008154129659362e-05,1.915291387954459e-05,3.954326514823908e-05,0.00010445948835448352,3.0377631937017043e-06,0.00017633967380132365,3.462628205063868e-05,8.471877602299169e-06,4.846660007557761e-05
食品饮料,3.1225819210549785e-05,7.414642633997421e-07,2.487391412927869e-07,7.604474066969054e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
净流入,3.0989259974106225e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,7.430042435449029e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
定额,2.9333345319001314e-05,2.471547544665807e-07,2.2386522716350816e-06,2.534824688989685e-07,7.356301996794614e-07,2.531469328084754e-07,3.715021217724515e-06,2.509150873234687e-07,2.4917287065585786e-07,5.048604174539333e-07
刑法,2.9333345319001314e-05,1.2357737723329037e-06,2.9599957813841636e-05,7.604474066969054e-07,9.808402662392819e-07,2.531469328084754e-07,2.798649317352468e-05,5.018301746469374e-07,4.983457413117157e-07,1.0097208349078667e-06
新闻,4.0215070195405024e-05,7.019195026850892e-05,9.327717798479507e-05,1.7490290354028825e-05,8.018369176506129e-05,1.1138465043572916e-05,0.00023008364741773827,9.78568840561528e-05,3.289081892657324e-05,9.743806056860914e-05
发力,2.0107535097702512e-05,7.414642633997422e-06,9.949565651711476e-07,4.309201971282464e-06,2.4521006655982047e-07,2.2783223952762783e-06,7.430042435449029e-07,1.9822291898554028e-05,2.7409015772144365e-06,4.5437437570854e-06
内容,4.636561034293756e-05,9.61431994874999e-05,8.631248202859705e-05,2.357386960760407e-05,0.0004139145923529769,4.835106416641879e-05,0.00024296238763918328,2.835340486755196e-05,0.0005519179085027252,8.759328242825744e-05
贷款,4.163442561406638e-05,0.00027360031319450487,4.1539436595895406e-05,1.013929875595874e-06,2.9915628120298098e-05,2.531469328084754e-07,7.256674778621886e-05,2.7600659605581556e-06,4.983457413117157e-07,3.5340229221775338e-06
投资决策,2.5311838299460812e-05,7.414642633997421e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,4.953361623632686e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
排行榜,2.76774306638964e-05,1.754798756712723e-05,1.741173989049508e-06,7.350991598070086e-06,3.11416784530972e-05,7.847554917062736e-06,7.430042435449029e-07,1.2043924191526496e-05,0.000147261166557612,3.8874252143952873e-05
样本股,2.4129042117243015e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
程序,3.69032408851952e-05,2.372685642879175e-05,4.7011697704336716e-05,7.857956535868023e-06,0.00010323343802168441,4.151609698058996e-05,0.000140180133948805,6.272877183086717e-06,1.89371381698452e-05,1.2369080227621368e-05
隐形,2.554839753590437e-05,9.886190178663229e-07,1.989913130342295e-06,8.36492147366596e-06,7.601512063354434e-06,1.5188815968508521e-06,4.953361623632686e-07,3.261896135205093e-06,2.9900744478702947e-06,6.815615635628101e-06
权重,3.0989259974106225e-05,1.9772380357326457e-06,2.487391412927869e-07,2.534824688989685e-07,6.130251663995512e-06,2.531469328084754e-07,3.715021217724515e-06,1.7564056112642808e-06,4.983457413117157e-07,5.048604174539333e-07
题材,3.69032408851952e-05,1.9772380357326457e-06,1.4924348477567212e-06,5.06964937797937e-07,2.084285565758474e-05,1.9492313826252602e-05,2.229012730634709e-06,1.505490523940812e-06,9.393817223725843e-05,0.00016231262421143958
榜单,2.578495677234793e-05,6.426023616131099e-06,2.487391412927869e-07,1.5208948133938109e-06,1.0053612728952639e-05,1.2657346640423768e-06,4.953361623632686e-07,3.1866216090080525e-05,1.8687965299189342e-05,3.7359670891591073e-05
涨势,2.9333345319001314e-05,6.92033312506426e-06,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,7.430042435449029e-07,5.018301746469374e-07,2.4917287065585786e-07,7.572906261809001e-07
信号,3.572044470297741e-05,2.5209784955591234e-05,1.0944522216882622e-05,3.802237033484527e-05,1.7655124792307072e-05,4.1262950047781485e-05,1.832743800744094e-05,1.0287518580262216e-05,5.730976025084731e-06,6.3107552181741675e-06
巨头,3.0279582264775548e-05,1.9525225602859877e-05,4.974782825855738e-07,1.7743772822927793e-06,1.9616805324785638e-06,4.556644790552557e-06,3.715021217724515e-06,0.00022732906911506262,5.730976025084731e-06,6.563185426901134e-06
机械,3.8086037067412996e-05,2.9658570535989686e-06,9.203348227833115e-06,4.055719502383496e-06,1.4222183860469588e-05,1.2404199707615293e-05,1.3869412546171523e-05,7.52745261970406e-07,8.471877602299169e-06,4.7961739658123675e-06
筹码,2.9096786082557754e-05,3.2130118080655494e-06,3.482347978099016e-06,7.604474066969054e-07,4.413781198076768e-06,2.531469328084754e-07,1.2383404059081716e-06,3.939366870978458e-05,2.491728706558579e-06,1.2621510436348335e-06
题材股,2.9333345319001314e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
受访者,2.4602160590130135e-05,1.1863428214395874e-05,1.2436957064639343e-06,1.7743772822927793e-06,8.827562396153536e-06,5.062938656169507e-07,8.173046678993932e-06,2.0073206985877495e-06,9.966914826234314e-07,2.2718718785427e-06
承受能力,2.744087142745284e-05,6.426023616131099e-06,1.989913130342295e-06,1.013929875595874e-06,3.187730865277666e-06,5.062938656169507e-07,6.934706273085761e-06,1.7564056112642808e-06,1.2458643532792894e-06,1.0097208349078667e-06
理由,3.619356317586452e-05,5.486835549158092e-05,4.626548028045836e-05,5.196390612428854e-05,4.266655158140876e-05,8.100701849871212e-06,3.690254409606351e-05,6.122328130692635e-05,1.8687965299189342e-05,3.48353688043214e-05
类别,2.744087142745284e-05,4.201630825931873e-06,1.989913130342295e-06,3.2952720956865902e-06,7.405344010106578e-05,1.5188815968508521e-06,4.953361623632686e-06,2.509150873234687e-07,3.289081892657324e-05,2.7767322959966338e-06
嘉实,1.8924738915484718e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
代表性,2.980646379188843e-05,8.650416406330326e-06,1.989913130342295e-06,4.816166909080401e-06,5.39462146431605e-06,1.7720285296593275e-06,1.9813446494530745e-05,7.025622445057123e-06,5.9801488957405894e-06,7.572906261809001e-06
交易价格,2.5075279063017252e-05,4.943095089331615e-06,4.974782825855738e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.9720169741796117e-06,2.509150873234687e-07,9.966914826234314e-07,2.5243020872696667e-07
单月,2.744087142745284e-05,4.943095089331615e-06,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,1.4860084870898058e-06,2.0073206985877495e-06,7.475186119675737e-07,2.5243020872696667e-07
模型,3.264517462921114e-05,6.426023616131099e-06,2.7361305542206555e-06,1.013929875595874e-06,5.14941139775623e-06,2.5314693280847536e-06,3.715021217724515e-06,1.2545754366173435e-06,6.478494637052305e-06,1.4893382314891035e-05
说明书,2.956990455544487e-05,4.943095089331614e-07,4.228565401977377e-06,3.0417896267876217e-06,1.4712603993589228e-06,2.025175462467803e-06,3.962689298906149e-06,2.509150873234687e-07,2.4917287065585786e-07,1.2621510436348335e-06
发行期,2.0580653570589632e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
触底,2.7204312191009283e-05,5.684559352731357e-06,2.487391412927869e-07,2.534824688989685e-07,1.2260503327991024e-06,2.531469328084754e-07,1.2383404059081716e-06,1.7564056112642808e-06,2.4917287065585786e-07,1.0097208349078667e-06
化工,3.453764852075961e-05,6.673178370597679e-06,5.2235219671485245e-06,1.5208948133938109e-06,6.865881863674973e-06,2.531469328084754e-07,8.916050922538835e-06,2.509150873234687e-07,2.4917287065585786e-07,5.048604174539333e-07
机械设备,2.76774306638964e-05,9.886190178663229e-07,4.974782825855738e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,1.2383404059081716e-06,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
入场,2.5075279063017252e-05,2.9658570535989686e-06,5.2235219671485245e-06,1.5208948133938109e-06,1.4712603993589227e-05,2.531469328084754e-07,2.229012730634709e-06,3.5128112225285616e-06,4.983457413117158e-06,1.5398242732344967e-05
边际,2.744087142745284e-05,3.2130118080655494e-06,2.487391412927869e-07,2.534824688989685e-07,4.904201331196409e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,5.048604174539333e-07
地位,4.187098485050994e-05,3.386020136192156e-05,4.726043684562951e-06,2.0278597511917478e-05,2.3540166389742765e-05,9.366436513913589e-06,7.083307121794741e-05,6.197602656889677e-05,3.0149917349358804e-05,4.089369381376861e-05
现身,2.602151600879149e-05,3.46016656253213e-06,1.591930504273836e-05,1.85042202296247e-05,4.168571131516948e-06,1.5188815968508521e-06,2.476680811816343e-06,1.8065886287289745e-05,1.9186311040501056e-05,0.00010374881578678331
防御性,2.5311838299460812e-05,9.886190178663229e-07,4.974782825855738e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.9720169741796117e-06,2.509150873234687e-07,3.7375930598378684e-06,2.5243020872696667e-07
法律法规,2.6494634481678606e-05,2.9658570535989686e-06,8.954609086540326e-06,2.534824688989685e-07,3.4329409318374866e-06,2.531469328084754e-07,4.532325885623908e-05,5.018301746469374e-07,2.491728706558579e-06,5.048604174539333e-07
资金面,2.980646379188843e-05,1.9772380357326457e-06,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
手段,3.7612918594525876e-05,4.0039070223586075e-05,6.541839416000294e-05,2.33203871387051e-05,4.0950081115490016e-05,3.2909101265101796e-06,7.281441586740049e-05,3.4124451875991744e-05,2.3920595582962358e-05,1.8932265654522503e-05
消费品,2.9096786082557754e-05,5.684559352731357e-06,1.2436957064639343e-06,5.06964937797937e-07,1.4712603993589228e-06,7.594407984254261e-07,1.0402059409628641e-05,2.509150873234687e-07,2.4917287065585786e-07,1.7670114610887669e-06
特色,3.264517462921114e-05,7.192203354977498e-05,9.700826510418688e-06,2.81365540477855e-05,6.890402870330955e-05,4.202239084620691e-05,0.00013027341070153965,3.5128112225285616e-06,0.0001744210094591005,3.2563496925778703e-05
药业,3.051614150121911e-05,7.414642633997421e-07,2.9848696955134424e-06,3.2952720956865902e-06,1.4712603993589228e-06,2.531469328084754e-07,3.2196850553612464e-06,2.509150873234687e-07,2.4917287065585786e-07,5.048604174539333e-07
资深,2.744087142745284e-05,2.0019535111793037e-05,7.95965252136918e-06,5.5766143157773065e-06,3.138688851965702e-05,4.050350924935606e-06,5.448697785995955e-06,1.3549414715467308e-05,1.6196236592630763e-05,2.069927711561127e-05
来源,4.0688188668292145e-05,2.347970167432517e-05,4.104195831330983e-05,2.9150483923381375e-05,4.364739184764804e-05,1.7720285296593275e-06,3.665487601488188e-05,5.018301746469374e-06,1.6943755204598337e-05,7.0680458443550675e-06
公司员工,2.129033127992031e-05,9.886190178663229e-07,6.964695956198032e-06,5.06964937797937e-07,2.4521006655982047e-07,2.531469328084754e-07,1.9813446494530746e-06,2.509150873234687e-07,2.4917287065585786e-07,1.0097208349078667e-06
技术,4.494625492427621e-05,7.538220011230711e-05,5.5717567649584254e-05,3.6247993052552496e-05,0.00023074267263279105,0.00039946585997177413,0.00021472822638447697,0.0001851753344447199,0.00012383891671596136,0.00013252585958165752
纪录,2.8150549136783517e-05,2.5209784955591234e-05,1.8655435596959016e-05,3.2952720956865902e-06,7.846722129914255e-06,1.417622823727462e-05,1.089739557199191e-05,0.00010789348754909153,6.229321766396447e-06,9.339917722897767e-05
地方,4.7784965761598915e-05,0.00020563275571619516,0.00015297457189506391,9.252110114812349e-05,0.00012726402454454682,2.9111897272974667e-05,0.0004034513042448823,0.00011592277034344254,0.00010714433438201889,0.00012242865123257885
表现出色,2.2473127462138104e-05,4.943095089331614e-07,4.974782825855738e-07,2.534824688989685e-07,9.808402662392819e-07,8.606995715488162e-06,2.476680811816343e-07,1.3800329802790778e-05,9.966914826234314e-07,3.5340229221775338e-06
本金,2.5311838299460812e-05,2.2243927901992265e-06,8.457130803954753e-06,2.534824688989685e-07,2.9425207987178456e-06,2.531469328084754e-07,1.2383404059081716e-06,5.018301746469374e-07,9.966914826234314e-07,1.7670114610887669e-06
客服,2.4129042117243015e-05,7.414642633997421e-07,1.591930504273836e-05,4.816166909080401e-06,7.846722129914255e-06,7.5944079842542605e-06,1.7336765682714403e-06,2.509150873234687e-07,0.00034859284604754517,2.5243020872696667e-07
期货,3.524732623009029e-05,6.178868861664518e-06,4.974782825855737e-06,2.534824688989685e-07,1.2260503327991024e-06,2.531469328084754e-07,3.4673531365428807e-06,2.509150873234687e-07,2.4917287065585786e-07,5.048604174539333e-07
商业,3.595700393942096e-05,0.0004886249495804301,1.6914261607909507e-05,6.5905441913731804e-06,3.481982945149451e-05,2.025175462467803e-06,3.715021217724515e-05,3.1866216090080525e-05,1.071443343820189e-05,8.330196887989901e-05
规划,3.477420775720317e-05,0.0005368201267014133,1.4924348477567211e-05,4.055719502383496e-06,6.81683985036301e-05,3.0377631937017043e-06,0.00032147316937376134,1.2294839278849966e-05,6.9768403783640204e-06,8.835057305443833e-06
距离,3.4064530047872494e-05,0.0001628749831934767,6.317974188836786e-05,2.7629589109987564e-05,2.574705698878115e-05,8.126016543152059e-05,1.609842527680623e-05,9.384224265897729e-05,3.363833753854081e-05,3.357321776068657e-05
金融工具,2.129033127992031e-05,7.414642633997421e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,7.430042435449029e-07,2.509150873234687e-07,2.4917287065585786e-07,5.048604174539333e-07
竞争力,3.0279582264775548e-05,2.026668986625962e-05,1.741173989049508e-06,1.013929875595874e-06,4.0950081115490016e-05,1.5441962901316997e-05,5.225796512932484e-05,3.3120791526697865e-05,4.485111671805442e-06,5.301034383266301e-06
研究所,3.311829310209826e-05,2.372685642879175e-05,8.457130803954753e-06,1.1406711100453582e-05,1.1770083194871383e-05,2.531469328084754e-07,2.922483357943285e-05,7.52745261970406e-07,1.4950372239351474e-06,1.7670114610887669e-06
机遇,2.8150549136783517e-05,2.1008154129659362e-05,2.2386522716350816e-06,2.027859751191748e-06,1.2996133527670485e-05,7.594407984254261e-07,6.439370110722492e-05,3.7637263098520305e-06,1.2458643532792894e-05,4.291313548358433e-06
流程,2.6494634481678606e-05,1.754798756712723e-05,2.9848696955134424e-06,3.5487545645855587e-06,4.3402181781088224e-05,2.025175462467803e-06,1.6841429520351134e-05,3.010981047881624e-06,3.0149917349358804e-05,5.301034383266301e-06
金融机构,3.004302302833199e-05,2.9164261027056524e-05,3.97982626068459e-06,2.534824688989685e-07,4.904201331196409e-06,1.2657346640423768e-06,4.235124188205947e-05,5.018301746469374e-07,2.4917287065585786e-07,5.048604174539333e-07
财产,3.004302302833199e-05,9.144725915263487e-06,5.671252421475541e-05,2.534824688989685e-07,6.130251663995512e-06,2.531469328084754e-07,7.108073929912905e-05,2.509150873234687e-06,1.295698927410461e-05,9.0874875141708e-06
五粮液,2.6258075245235046e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,4.904201331196409e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
结构化,2.1526890516363866e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,4.904201331196409e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
银行业,2.956990455544487e-05,1.013334493312981e-05,9.949565651711476e-07,2.534824688989685e-07,2.4521006655982047e-06,2.531469328084754e-07,5.448697785995955e-06,2.509150873234687e-07,2.4917287065585786e-07,1.7670114610887669e-06
交易成本,2.129033127992031e-05,1.4829285267994843e-06,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
榜首,2.3892482880799458e-05,5.4374045982647755e-06,9.949565651711476e-07,2.7883071578886533e-06,4.413781198076768e-06,5.062938656169507e-07,1.7336765682714403e-06,1.8316801374613216e-05,6.478494637052305e-06,8.835057305443833e-06
类股票,2.4129042117243015e-05,7.414642633997421e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,4.953361623632686e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
视野,2.5311838299460812e-05,4.74537128575835e-05,4.726043684562951e-06,3.0417896267876217e-06,2.133327579070438e-05,0.00011872591148717495,1.0154391328447008e-05,1.7814971199966276e-05,4.983457413117158e-06,1.1359359392713502e-05
有机,2.8860226846114194e-05,4.62179390852506e-05,2.2386522716350816e-06,1.5462430602837077e-05,8.582352329593716e-06,5.822379454594934e-06,2.2785463468710356e-05,5.018301746469374e-07,4.235938801149584e-06,3.0291625047236004e-06
集中度,2.3655923644355898e-05,1.9772380357326457e-06,2.487391412927869e-07,1.013929875595874e-06,2.4521006655982047e-07,2.531469328084754e-07,2.9720169741796117e-06,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
共识,2.6494634481678606e-05,6.92033312506426e-06,2.4873914129278686e-06,1.2674123444948424e-06,5.39462146431605e-06,5.062938656169507e-07,0.0001508298614396153,1.6309480676025464e-05,2.242555835902721e-06,5.805894800720234e-06
研究部,2.4365601353686575e-05,2.372685642879175e-05,4.974782825855738e-07,5.06964937797937e-07,1.2260503327991024e-06,2.531469328084754e-07,2.7243488929979774e-06,2.509150873234687e-07,2.4917287065585786e-07,5.048604174539333e-07
低点,2.6731193718122163e-05,6.92033312506426e-06,4.974782825855738e-07,2.534824688989685e-07,4.904201331196409e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,4.983457413117157e-07,5.048604174539333e-07
证明,3.311829310209826e-05,3.064718955385601e-05,0.00010695783075589834,4.714773921520814e-05,0.00016723326539379757,9.872730379530539e-06,6.067867988950041e-05,0.00017212774990389953,2.9900744478702947e-05,5.174819278902817e-05
据介绍,2.6494634481678606e-05,1.754798756712723e-05,4.253439316106655e-05,2.7883071578886533e-06,6.277377703931404e-05,7.594407984254261e-07,3.8636220664334957e-05,1.2545754366173435e-06,2.9900744478702947e-06,5.805894800720234e-06
人寿,2.5311838299460812e-05,2.7187022991323877e-06,4.974782825855738e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,1.7336765682714403e-06,1.505490523940812e-06,2.4917287065585786e-07,1.0097208349078667e-06
生效,2.578495677234793e-05,4.943095089331615e-06,9.203348227833115e-06,7.604474066969054e-07,9.317982529273177e-06,5.062938656169507e-07,2.4519140036981797e-05,2.7600659605581556e-06,6.727667507708163e-06,1.2621510436348335e-06
会议,3.974195172251791e-05,5.906998631751279e-05,1.8904174738251802e-05,4.309201971282464e-06,3.9478820716131093e-05,4.050350924935606e-06,0.000760588677308799,4.641929115484171e-05,8.721050472955026e-06,8.835057305443833e-06
现任,2.483871982657369e-05,2.2243927901992265e-06,8.208391662661967e-06,4.055719502383496e-06,5.14941139775623e-06,5.062938656169507e-07,1.9813446494530745e-05,1.9822291898554028e-05,2.242555835902721e-06,1.4893382314891035e-05
名列,2.294624593502522e-05,3.707321316998711e-06,2.2386522716350816e-06,1.2674123444948424e-06,7.601512063354434e-06,5.062938656169507e-07,1.9813446494530746e-06,6.774707357733654e-06,6.229321766396447e-06,1.2621510436348335e-05
步伐,2.8150549136783517e-05,1.4334975759061682e-05,1.989913130342295e-06,8.36492147366596e-06,5.885041597435691e-06,7.594407984254261e-07,2.9967837822977753e-05,6.523792270410186e-06,1.4452026498039756e-05,6.058325009447201e-06
保险业,2.3419364407912337e-05,2.7187022991323877e-06,4.974782825855738e-07,2.534824688989685e-07,4.904201331196409e-07,2.531469328084754e-07,3.2196850553612464e-06,2.509150873234687e-07,2.4917287065585786e-07,1.2621510436348335e-06
弹性,2.744087142745284e-05,4.6959403348650335e-06,2.2386522716350816e-06,6.691937178932768e-05,3.4329409318374866e-06,1.2657346640423768e-06,5.696365867177589e-06,4.516471571822436e-06,2.4917287065585786e-07,2.2718718785427e-06
典型,3.0752700737662665e-05,2.743417774579046e-05,1.666552246661672e-05,2.7122624172189627e-05,2.2559326123503482e-05,7.08811411863731e-06,2.972016974179612e-05,1.7814971199966276e-05,8.721050472955026e-06,2.1708997950519137e-05
影响力,2.578495677234793e-05,3.2377272835122074e-05,3.482347978099016e-06,5.830096784676275e-06,1.8635965058546355e-05,2.784616260893229e-06,2.4519140036981797e-05,5.319399851257536e-05,1.519954511000733e-05,3.5592659430502303e-05
存款,2.7204312191009283e-05,2.8175642009190202e-05,3.880330604167475e-05,7.604474066969054e-07,2.059764559102492e-05,2.531469328084754e-07,1.3374076383808254e-05,1.2545754366173435e-06,9.966914826234314e-07,2.2718718785427e-06
销售费用,1.8924738915484718e-05,7.414642633997421e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
金属,3.1462378446993346e-05,3.954476071465291e-06,1.5421826760152784e-05,4.157112489943083e-05,7.111091930234794e-06,0.00014758466182734114,3.715021217724515e-06,5.018301746469374e-07,8.471877602299169e-06,9.0874875141708e-06
存量,2.318280517146878e-05,2.2243927901992266e-05,2.487391412927869e-07,7.604474066969054e-07,2.4521006655982047e-07,2.531469328084754e-07,3.962689298906149e-06,2.509150873234687e-07,7.475186119675737e-07,5.048604174539333e-07
经理制,1.5612909605274893e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
总量,2.9333345319001314e-05,2.6445558727924138e-05,3.482347978099016e-06,6.0835792535752435e-06,7.356301996794614e-06,7.594407984254261e-07,4.334191420678601e-05,1.0036603492938748e-06,2.242555835902721e-06,3.0291625047236004e-06
数字,2.9333345319001314e-05,3.608459415212079e-05,2.0894087868594098e-05,1.825073776072573e-05,6.130251663995512e-05,6.505876173177817e-05,4.6066263099783986e-05,3.613177257457949e-05,5.182795709641844e-05,8.658356159334958e-05
工作人员,2.8387108373227077e-05,5.8575676808579633e-05,0.00033952892786465405,8.36492147366596e-06,0.00010936368968567993,2.2783223952762783e-06,9.31231985242945e-05,4.993210237737027e-05,2.0183002523124487e-05,0.00012040920956276312
功能,3.4064530047872494e-05,0.00012777900805922225,2.313274014022918e-05,0.00023827352076503038,3.972403078269092e-05,0.002174785299757612,5.547765018468609e-05,1.0538433667585684e-05,0.0003762510346903454,1.0349638557805635e-05
暂行办法,2.0107535097702512e-05,4.201630825931873e-06,9.949565651711476e-07,7.604474066969054e-07,1.9616805324785638e-06,2.531469328084754e-07,1.3869412546171523e-05,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
董事会,2.76774306638964e-05,8.156106897397163e-06,1.741173989049508e-06,2.534824688989685e-07,2.4521006655982047e-06,2.531469328084754e-07,4.705693542451052e-06,3.261896135205093e-06,7.475186119675737e-07,3.281592713450567e-06
成交额,2.3419364407912337e-05,4.201630825931873e-06,9.949565651711476e-07,2.534824688989685e-07,2.4521006655982047e-07,5.062938656169507e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
投资信托,1.7741942733266924e-05,1.2357737723329037e-06,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
知情,2.4129042117243015e-05,1.2110582968862455e-05,2.5868870694449835e-05,1.7743772822927793e-06,3.4329409318374866e-06,2.531469328084754e-07,1.9813446494530745e-05,1.6560395763348933e-05,2.7409015772144365e-06,1.0854498975259568e-05
跨年度,2.294624593502522e-05,4.943095089331614e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,1.9813446494530746e-06,2.509150873234687e-07,4.983457413117157e-07,5.048604174539333e-07
手续费,2.2000008989250983e-05,2.2243927901992265e-06,8.208391662661967e-06,2.534824688989685e-07,5.885041597435691e-06,5.062938656169507e-07,3.4673531365428807e-06,2.509150873234687e-07,3.7375930598378684e-06,2.5243020872696667e-07
世纪,3.903227401318723e-05,7.488789060337396e-05,2.5868870694449835e-05,3.345968589466384e-05,2.7953947587819532e-05,5.316085588977982e-06,5.176262896696157e-05,3.4124451875991744e-05,2.466811419492993e-05,0.00010273909495187544
火热,2.2000008989250983e-05,2.5209784955591234e-05,2.9848696955134424e-06,1.1153228631554613e-05,4.658991264636589e-06,8.606995715488162e-06,9.906723247265373e-07,1.154209401687956e-05,8.546629463495925e-05,1.1106929183986535e-05
居首,1.9634416624815395e-05,1.2357737723329037e-06,2.487391412927869e-07,5.06964937797937e-07,9.808402662392819e-07,2.531469328084754e-07,1.2383404059081716e-06,2.258235785911218e-06,2.4917287065585786e-07,7.572906261809001e-07
白酒,2.3655923644355898e-05,7.414642633997421e-07,2.0645348727301308e-05,6.337061722474212e-06,4.904201331196409e-07,2.531469328084754e-07,9.906723247265373e-07,5.018301746469374e-07,2.4917287065585786e-07,1.0097208349078667e-06
特性,2.6967752954565723e-05,9.88619017866323e-06,1.2436957064639343e-06,1.166019356935255e-05,4.168571131516948e-06,4.860421109922727e-05,4.705693542451052e-06,2.258235785911218e-06,1.5947063721974903e-05,4.5437437570854e-06
金鹰,2.0344094334146072e-05,2.471547544665807e-07,2.487391412927869e-07,2.534824688989685e-07,2.4521006655982047e-07,2.531469328084754e-07,2.476680811816343e-07,2.509150873234687e-07,2.4917287065585786e-07,2.5243020872696667e-07
日益,2.8150549136783517e-05,2.6445558727924138e-05,4.477304543270163e-06,7.857956535868023e-06,1.7900334858866894e-05,3.544057059318655e-06,6.389836494486166e-05,7.527452619704061e-06,8.721050472955026e-06,6.815615635628101e-06
材料,3.1462378446993346e-05,3.6826058415520525e-05,5.2732697954070816e-05,9.226761867922453e-05,0.00029057392887338725,9.265177740790199e-05,6.0926347970682046e-05,4.014641397175499e-06,0.00013455335015416324,5.5534645919932675e-06
商品,3.4064530047872494e-05,4.62179390852506e-05,2.1142827009886884e-05,1.85042202296247e-05,1.0053612728952639e-05,1.1138465043572916e-05,5.151496088577994e-05,4.767386659145905e-06,2.8904052996079513e-05,8.3301968879899e-06
子公司,2.6258075245235046e-05,1.3099201986728778e-05,4.974782825855738e-07,2.534824688989685e-07,4.904201331196409e-07,5.062938656169507e-07,5.448697785995955e-06,5.018301746469374e-07,1.993382965246863e-06,1.7670114610887669e-06
